frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
15645,1398,405.41,18.78,5.15,2.12,-36.45,0.0,0.26,0.0,407.83,3.89,37.28,1.02,12.09,-33.37,1395,0,1396,0,0,1397,0,0,3
15646,1398,404.07,18.78,5.15,2.12,-36.44,0.0,0.25,0.01,406.31,5.4,37.28,1.02,12.07,-33.36,1395,0,1396,0,0,1397,0,0,3
15647,1398,402.69,18.78,5.15,2.12,-36.43,0.0,0.25,0.01,404.9,6.82,37.24,1.02,12.03,-33.34,1395,0,1396,0,0,1397,0,0,3
15648,1398,401.28,18.78,5.15,2.12,-36.42,0.0,0.25,0.01,403.38,8.33,37.16,1.02,11.98,-33.32,1395,0,1396,0,0,1397,0,0,3
15649,1398,399.85,18.78,5.15,2.12,-36.41,0.0,0.25,0.01,401.97,9.75,37.07,1.02,11.92,-33.31,1395,0,1396,0,0,1397,0,0,3
15650,1398,398.41,18.78,5.15,2.12,-36.4,0.0,0.25,0.02,400.5,11.21,36.96,1.01,11.86,-33.29,1395,0,1396,0,0,1397,0,0,3
15651,1398,396.95,18.78,5.15,2.12,-36.39,0.0,0.26,0.02,398.98,12.73,36.82,1.01,11.79,-33.28,1395,0,1396,0,0,1397,0,0,3
15652,1398,395.49,18.78,5.15,2.12,-36.38,0.0,0.26,0.02,397.52,14.2,36.69,1.01,11.73,-33.26,1395,0,1396,0,0,1397,0,0,3
15653,1398,394.03,18.78,5.15,2.12,-36.37,0.01,0.26,0.02,396.1,15.61,36.55,1.0,11.66,-33.24,1395,0,1396,0,0,1397,0,0,3
15654,1398,392.56,18.78,5.15,2.12,-36.36,0.01,0.27,0.03,394.59,17.13,36.4,1.0,11.59,-33.23,1395,0,1396,0,0,1397,0,0,3
15655,1398,391.09,18.78,5.15,2.12,-36.35,0.01,0.27,0.03,393.07,18.64,36.26,0.99,11.52,-33.21,1395,0,1396,0,0,1397,0,0,3
15656,1398,389.62,18.78,5.15,2.12,-36.34,0.01,0.28,0.03,391.61,20.16,36.12,0.99,11.46,-33.19,1395,0,1396,0,0,1397,0,0,3
15657,1398,388.16,18.78,5.15,2.12,-36.33,0.01,0.29,0.04,390.14,21.63,35.98,0.99,11.4,-33.18,1395,0,1396,0,0,1397,0,0,3
15658,1398,386.71,18.78,5.15,2.12,-36.32,0.01,0.3,0.04,388.78,22.99,35.84,0.98,11.33,-33.16,1395,0,1396,0,0,1397,0,0,3
15659,1398,385.25,18.79,5.15,2.12,-36.3,0.01,0.3,0.04,387.31,24.46,35.71,0.98,11.28,-33.15,1395,0,1396,0,0,1397,0,0,3
15660,1398,383.79,18.79,5.15,2.12,-36.29,0.01,0.31,0.04,385.8,25.92,35.58,0.98,11.22,-33.13,1395,0,1396,0,0,1397,0,0,3
