frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
16477,695,403.8,17.78,6.16,2.43,-32.03,-0.09,-0.09,-0.0,406.67,3.98,39.09,1.22,-33.84,-33.19,693,0,691,0,0,694,0,0,3
16478,695,402.62,17.77,6.16,2.43,-32.04,-0.09,-0.09,-0.0,405.35,5.19,39.25,1.22,-34.98,-33.16,693,0,691,0,0,694,0,0,3
16479,695,401.41,17.77,6.16,2.43,-32.04,-0.09,-0.1,-0.0,404.09,6.56,39.37,1.23,-36.17,-33.13,693,0,691,0,0,694,0,0,3
16480,695,400.16,17.76,6.16,2.43,-32.05,-0.09,-0.1,-0.0,402.77,7.82,39.46,1.23,-37.42,-33.1,693,0,691,0,0,694,0,0,3
16481,695,398.91,17.76,6.16,2.43,-32.05,-0.09,-0.1,-0.0,401.46,9.08,39.52,1.23,-38.73,-33.07,693,0,691,0,0,694,0,0,3
16482,695,397.64,17.76,6.16,2.43,-32.05,-0.09,-0.1,-0.0,400.25,10.3,39.58,1.23,-40.12,-33.04,693,0,691,0,0,694,0,0,3
16483,695,396.37,17.75,6.16,2.43,-32.06,-0.09,-0.1,-0.01,398.93,11.66,39.63,1.23,-41.61,-33.01,693,0,691,0,0,694,0,0,3
16484,695,395.08,17.75,6.16,2.43,-32.06,-0.09,-0.1,-0.01,397.62,13.03,39.66,1.23,-43.19,-32.98,693,0,691,0,0,694,0,0,3
16485,695,393.79,17.75,6.16,2.43,-32.07,-0.09,-0.1,-0.01,396.31,14.29,39.68,1.23,-44.88,-32.95,693,0,691,0,0,694,0,0,3
16486,695,392.51,17.75,6.16,2.43,-32.07,-0.09,-0.1,-0.01,395.09,15.55,39.69,1.23,-46.69,-32.92,693,0,691,0,0,694,0,0,3
16487,695,391.21,17.74,6.16,2.43,-32.08,-0.09,-0.1,-0.01,393.73,16.82,39.71,1.23,-48.64,-32.89,693,0,691,0,0,694,0,0,3
16488,695,389.91,17.74,6.16,2.43,-32.08,-0.09,-0.1,-0.01,392.42,18.07,39.72,1.23,-50.73,-32.86,693,0,691,0,0,694,0,0,3
16489,695,388.62,17.74,6.16,2.43,-32.08,-0.09,-0.1,-0.01,391.1,19.5,39.74,1.24,-53.0,-32.83,693,0,691,0,0,694,0,0,3
16490,695,387.34,17.73,6.16,2.43,-32.09,-0.09,-0.09,-0.01,389.94,20.71,39.76,1.24,-55.48,-32.8,693,0,691,0,0,694,0,0,3
16491,695,386.05,17.73,6.16,2.43,-32.09,-0.09,-0.09,-0.01,388.47,22.07,39.78,1.24,-58.16,-32.77,693,0,691,0,0,694,0,0,3
