frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
3257,354,2.05,26.56,4.75,2.02,27.17,-0.09,0.01,0.0,408.84,3.59,69.94,2.57,51.77,25.82,347,0,352,0,0,346,0,0,7
3258,354,3.05,26.56,4.75,2.02,27.17,-0.08,0.01,0.0,407.73,4.7,69.98,2.57,52.04,25.83,347,0,352,0,0,346,0,0,7
3259,354,4.08,26.56,4.75,2.02,27.17,-0.08,0.01,0.0,406.67,5.76,69.98,2.57,52.28,25.83,347,0,352,0,0,346,0,0,7
3260,354,5.13,26.56,4.75,2.02,27.17,-0.08,0.02,0.0,405.6,6.82,69.97,2.57,52.5,25.84,347,0,352,0,0,346,0,0,7
3261,354,6.2,26.55,4.75,2.02,27.17,-0.08,0.02,0.0,404.39,8.03,69.93,2.57,52.71,25.84,347,0,352,0,0,346,0,0,7
3262,354,7.27,26.55,4.75,2.02,27.17,-0.07,0.02,0.0,403.38,9.04,69.89,2.57,52.91,25.85,347,0,352,0,0,346,0,0,7
3263,354,8.35,26.55,4.75,2.02,27.17,-0.07,0.02,0.0,402.32,10.11,69.83,2.57,53.1,25.86,347,0,352,0,0,346,0,0,7
3264,354,9.44,26.55,4.75,2.02,27.17,-0.07,0.02,-0.0,401.16,11.27,69.78,2.56,53.3,25.87,347,0,352,0,0,346,0,0,7
3265,354,10.52,26.55,4.75,2.02,27.17,-0.07,0.03,-0.0,400.1,12.33,69.72,2.56,53.5,25.87,347,0,352,0,0,346,0,0,7
3266,354,11.61,26.55,4.75,2.02,27.17,-0.07,0.03,-0.0,399.04,13.39,69.66,2.56,53.7,25.88,347,0,352,0,0,346,0,0,7
3267,354,12.7,26.54,4.75,2.02,27.18,-0.07,0.03,-0.0,397.87,14.55,69.59,2.56,53.91,25.89,347,0,352,0,0,346,0,0,7
3268,354,13.79,26.54,4.75,2.02,27.18,-0.07,0.03,-0.01,396.81,15.61,69.53,2.55,54.13,25.89,347,0,352,0,0,346,0,0,7
3269,354,14.88,26.54,4.75,2.02,27.18,-0.07,0.03,-0.01,395.75,16.67,69.47,2.55,54.36,25.9,347,0,352,0,0,346,0,0,7
3270,354,15.98,26.54,4.75,2.02,27.18,-0.07,0.03,-0.01,394.59,17.84,69.41,2.55,54.59,25.91,347,0,352,0,0,346,0,0,7
3271,354,17.07,26.54,4.75,2.02,27.18,-0.07,0.03,-0.01,393.53,18.9,69.37,2.55,54.84,25.92,347,0,352,0,0,346,0,0,7
3272,354,18.15,26.53,4.75,2.02,27.18,-0.07,0.03,-0.01,392.47,19.96,69.33,2.55,55.1,25.93,347,0,352,0,0,346,0,0,7
3273,354,19.24,26.53,4.75,2.02,27.18,-0.07,0.02,-0.01,391.35,21.07,69.28,2.54,55.35,25.93,347,0,352,0,0,346,0,0,7
3274,354,20.33,26.53,4.75,2.02,27.18,-0.07,0.02,-0.02,390.29,22.13,69.23,2.54,55.62,25.94,347,0,352,0,0,346,0,0,7
3275,354,21.42,26.53,4.75,2.02,27.19,-0.07,0.02,-0.02,389.18,23.24,69.17,2.54,55.88,25.95,347,0,352,0,0,346,0,0,7
3276,354,22.51,26.53,4.75,2.02,27.19,-0.07,0.02,-0.02,388.07,24.36,69.11,2.54,56.16,25.96,347,0,352,0,0,346,0,0,7
3277,354,23.59,26.52,4.75,2.02,27.19,-0.07,0.02,-0.02,387.01,25.42,69.07,2.54,56.45,25.97,347,0,352,0,0,346,0,0,7
3278,354,24.68,26.52,4.75,2.02,27.19,-0.07,0.02,-0.02,386.0,26.43,69.02,2.53,56.75,25.97,347,0,352,0,0,346,0,0,7
3279,354,25.77,26.52,4.75,2.02,27.19,-0.07,0.01,-0.02,384.84,27.59,68.96,2.53,57.04,25.98,347,0,352,0,0,346,0,0,7
3280,354,26.87,26.52,4.75,2.02,27.19,-0.07,0.01,-0.03,383.72,28.7,68.9,2.53,57.35,25.99,347,0,352,0,0,346,0,0,7
3281,354,27.96,26.51,4.75,2.02,27.19,-0.08,0.01,-0.03,382.66,29.76,68.85,2.53,57.67,26.0,347,0,352,0,0,346,0,0,7
3282,354,29.05,26.51,4.75,2.02,27.19,-0.08,0.01,-0.03,381.55,30.87,68.8,2.53,58.01,26.01,347,0,352,0,0,346,0,0,7
3283,354,30.15,26.51,4.75,2.02,27.19,-0.08,0.0,-0.03,380.44,31.99,68.75,2.52,58.35,26.01,347,0,352,0,0,346,0,0,7
3284,354,31.24,26.5,4.75,2.02,27.19,-0.08,-0.0,-0.03,379.38,33.05,68.71,2.52,58.7,26.02,347,0,352,0,0,346,0,0,7
3285,354,32.33,26.5,4.75,2.02,27.19,-0.08,-0.0,-0.03,378.27,34.16,68.66,2.52,59.06,26.03,347,0,352,0,0,346,0,0,7
3286,354,33.43,26.5,4.75,2.02,27.19,-0.08,-0.01,-0.03,377.16,35.27,68.62,2.52,59.43,26.04,347,0,352,0,0,346,0,0,7
3287,354,34.52,26.49,4.75,2.02,27.19,-0.09,-0.01,-0.04,376.09,36.33,68.56,2.52,59.8,26.05,347,0,352,0,0,346,0,0,7
3288,354,35.61,26.49,4.75,2.02,27.19,-0.09,-0.01,-0.04,374.98,37.44,68.51,2.52,60.17,26.05,347,0,352,0,0,346,0,0,7
3289,354,36.69,26.49,4.75,2.02,27.19,-0.09,-0.01,-0.04,373.87,38.55,68.47,2.51,60.56,26.06,347,0,352,0,0,346,0,0,7
3290,354,37.77,26.48,4.75,2.02,27.19,-0.09,-0.02,-0.04,372.86,39.56,68.43,2.51,60.96,26.07,347,0,352,0,0,346,0,0,7
3291,354,38.86,26.48,4.75,2.02,27.19,-0.09,-0.02,-0.04,371.75,40.68,68.38,2.51,61.35,26.08,347,0,352,0,0,346,0,0,7
3292,354,39.94,26.47,4.75,2.02,27.19,-0.09,-0.02,-0.04,370.69,41.74,68.34,2.51,61.77,26.08,347,0,352,0,0,346,0,0,7
3293,354,41.02,26.47,4.75,2.02,27.19,-0.1,-0.02,-0.04,369.63,42.8,68.3,2.51,62.18,26.09,347,0,352,0,0,346,0,0,7
3294,354,42.12,26.47,4.75,2.02,27.19,-0.1,-0.02,-0.04,368.46,43.96,68.25,2.51,62.59,26.1,347,0,352,0,0,346,0,0,7
3295,354,43.21,26.46,4.75,2.02,27.18,-0.1,-0.03,-0.04,367.4,45.02,68.21,2.51,63.01,26.1,347,0,352,0,0,346,0,0,7
3296,354,44.3,26.46,4.75,2.02,27.18,-0.1,-0.03,-0.04,366.29,46.13,68.16,2.5,63.43,26.11,347,0,352,0,0,346,0,0,7
3297,354,45.39,26.45,4.75,2.02,27.18,-0.1,-0.03,-0.05,365.18,47.25,68.12,2.5,63.86,26.12,347,0,352,0,0,346,0,0,7
3298,354,46.47,26.45,4.75,2.02,27.18,-0.1,-0.03,-0.05,364.17,48.26,68.09,2.5,64.31,26.12,347,0,352,0,0,346,0,0,7
3299,354,47.56,26.45,4.75,2.02,27.18,-0.11,-0.03,-0.05,363.06,49.37,68.06,2.5,64.75,26.13,347,0,352,0,0,346,0,0,7
3300,354,48.65,26.44,4.75,2.02,27.18,-0.11,-0.04,-0.05,361.95,50.48,68.03,2.5,65.19,26.14,347,0,352,0,0,346,0,0,7
