frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
6098,501,1.68,24.3,4.35,1.82,29.54,0.09,0.31,0.0,408.89,2.99,31.45,1.06,-148.64,29.75,499,0,492,0,0,497,0,0,7
6099,501,2.78,24.31,4.35,1.82,29.55,0.09,0.31,0.01,407.63,4.26,31.51,1.06,-161.21,29.75,499,0,492,0,0,497,0,0,7
6100,501,3.92,24.31,4.35,1.82,29.57,0.09,0.31,0.01,406.36,5.52,31.55,1.06,-175.84,29.75,499,0,492,0,0,497,0,0,7
6101,501,5.08,24.31,4.35,1.82,29.58,0.1,0.32,0.01,405.15,6.73,31.57,1.06,-193.23,29.74,499,0,492,0,0,497,0,0,7
6102,501,6.24,24.32,4.35,1.82,29.59,0.1,0.32,0.02,403.79,8.1,31.59,1.06,-214.29,29.74,499,0,492,0,0,497,0,0,7
6103,501,7.36,24.32,4.35,1.82,29.6,0.1,0.32,0.02,402.88,9.01,31.63,1.07,-240.55,29.74,499,0,492,0,0,497,0,0,7
6104,501,8.5,24.32,4.35,1.82,29.62,0.1,0.32,0.02,402.12,9.76,31.67,1.07,-273.8,29.73,499,0,492,0,0,497,0,0,7
6105,501,9.71,24.33,4.35,1.82,29.63,0.1,0.32,0.03,400.3,11.58,31.66,1.07,-316.54,29.73,499,0,492,0,0,497,0,0,7
6106,501,10.89,24.33,4.35,1.82,29.64,0.11,0.32,0.03,399.39,12.49,31.68,1.07,-374.61,29.73,499,0,492,0,0,497,0,0,7
6107,501,12.08,24.34,4.35,1.82,29.66,0.11,0.32,0.03,398.28,13.61,31.67,1.06,-456.65,29.73,499,0,492,0,0,497,0,0,7
6108,501,13.3,24.34,4.35,1.82,29.67,0.11,0.32,0.03,396.81,15.07,31.65,1.06,-580.6,29.73,499,0,492,0,0,497,0,0,7
6109,501,14.5,24.35,4.35,1.82,29.68,0.11,0.32,0.04,395.75,16.13,31.63,1.06,-790.08,29.72,499,0,492,0,0,497,0,0,7
6110,501,15.71,24.35,4.35,1.82,29.7,0.12,0.32,0.04,394.39,17.5,31.6,1.06,-1216.66,29.72,499,0,492,0,0,497,0,0,7
6111,501,16.9,24.35,4.35,1.82,29.71,0.12,0.31,0.04,393.27,18.61,31.58,1.06,-2565.84,29.72,499,0,492,0,0,497,0,0,7
6112,501,18.09,24.36,4.35,1.82,29.72,0.12,0.31,0.04,392.16,19.72,31.56,1.06,32340.42,29.72,499,0,492,0,0,497,0,0,7
6113,501,19.29,24.36,4.35,1.82,29.74,0.13,0.31,0.04,390.8,21.08,31.55,1.06,2274.98,29.72,499,0,492,0,0,497,0,0,7
6114,501,20.47,24.37,4.35,1.82,29.75,0.13,0.3,0.04,389.74,22.14,31.55,1.06,1193.84,29.72,499,0,492,0,0,497,0,0,7
