frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
22723,1964,44.45,25.62,16.88,2.5,27.09,0.12,3.33,0.04,348.15,64.27,84.1,3.1,48.91,25.38,1951,1963,1959,0,0,1953,1958,0,7
22724,1964,45.6,25.63,16.88,2.5,27.23,0.12,3.08,0.04,346.64,65.79,83.97,3.08,45.38,25.38,1951,1963,1959,0,1965,1953,1958,1966,7
22725,1964,46.74,25.63,16.88,2.5,27.35,0.12,2.84,0.04,345.12,67.31,83.83,3.06,42.52,25.38,1951,1963,1959,0,1965,1953,1958,1966,7
22726,1964,47.9,25.64,16.88,2.5,27.46,0.13,2.6,0.04,343.6,68.82,83.69,3.04,40.19,25.38,1951,1963,1959,0,1965,1953,1958,1966,7
22727,1964,49.06,25.64,16.88,2.5,27.57,0.13,2.36,0.04,342.09,70.34,83.55,3.03,38.26,25.38,1951,1963,1959,0,1965,1953,1958,1966,7
22728,1964,50.22,25.65,16.88,2.5,27.66,0.13,2.12,0.04,340.57,71.85,83.41,3.01,36.66,25.39,1951,1963,1959,0,1965,1953,1958,1966,7
22729,1964,51.38,25.65,16.88,2.5,27.74,0.13,1.89,0.04,339.06,73.37,83.26,3.0,35.33,25.39,1951,1963,1959,0,1965,1953,1958,1966,7
22730,1964,52.55,25.66,16.88,2.5,27.82,0.13,1.66,0.04,337.54,74.89,83.1,2.98,34.22,25.39,1951,1963,1959,0,1965,1953,1958,1966,7
22731,1964,53.72,25.66,16.88,2.5,27.88,0.14,1.43,0.04,336.02,76.4,82.94,2.97,33.29,25.39,1951,1963,1959,0,1965,1953,1958,1966,7
22732,1964,54.9,25.67,16.88,2.5,27.94,0.14,1.2,0.04,334.51,77.92,82.77,2.96,32.53,25.4,1951,1963,1959,0,1965,1953,1958,1966,7
22733,1964,56.07,25.68,16.88,2.5,27.98,0.14,0.98,0.04,344.82,67.61,82.61,2.95,31.92,25.4,1951,1963,1959,0,1965,1953,1958,1966,7
22734,1964,57.25,25.68,16.88,2.5,28.02,0.14,0.76,0.04,343.2,69.23,82.45,2.94,31.43,25.4,1951,1963,1959,0,1965,1953,1958,1966,7
