frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
11319,1003,404.49,13.73,4.45,1.72,-38.65,-0.08,0.61,0.01,406.56,5.13,91.74,2.37,13.54,-31.88,993,0,1002,0,0,1000,0,0,3
11320,1003,403.08,13.73,4.45,1.72,-38.62,-0.07,0.61,0.02,405.0,6.7,91.6,2.37,13.47,-31.83,993,0,1002,0,0,1000,0,0,3
11321,1003,401.61,13.72,4.45,1.72,-38.6,-0.07,0.61,0.02,403.43,8.26,91.41,2.37,13.38,-31.77,993,0,1002,0,0,1000,0,0,3
11322,1003,400.13,13.72,4.45,1.72,-38.57,-0.06,0.61,0.03,401.97,9.73,91.18,2.36,13.29,-31.72,993,0,1002,0,0,1000,0,0,3
11323,1003,398.61,13.72,4.45,1.72,-38.55,-0.06,0.62,0.03,400.35,11.34,90.93,2.36,13.2,-31.67,993,0,1002,0,0,1000,0,0,3
11324,1003,397.08,13.72,4.45,1.72,-38.53,-0.05,0.62,0.04,398.83,12.86,90.66,2.35,13.1,-31.62,993,0,1002,0,0,1000,0,0,3
11325,1003,395.53,13.72,4.45,1.72,-38.5,-0.04,0.63,0.04,397.22,14.48,90.38,2.34,13.01,-31.56,993,0,1002,0,0,1000,0,0,3
11326,1003,393.99,13.72,4.45,1.72,-38.48,-0.04,0.64,0.05,395.7,15.99,90.09,2.34,12.91,-31.51,993,0,1002,0,0,1000,0,0,3
11327,1003,392.43,13.72,4.45,1.72,-38.45,-0.03,0.65,0.05,394.08,17.61,89.8,2.33,12.82,-31.46,993,0,1002,0,0,1000,0,0,3
11328,1003,390.88,13.72,4.45,1.72,-38.43,-0.02,0.67,0.05,392.57,19.03,89.51,2.33,12.73,-31.4,993,0,1002,0,0,1000,0,0,3
11329,1003,389.33,13.72,4.45,1.72,-38.4,-0.02,0.68,0.05,391.0,20.59,89.21,2.32,12.64,-31.35,993,0,1002,0,1006,1000,0,0,3
11330,1003,387.77,13.72,4.45,1.72,-38.37,-0.01,0.7,0.05,389.43,22.16,88.91,2.31,12.55,-31.3,993,0,1002,0,1006,1000,0,0,3
11331,1003,386.22,13.72,4.45,1.72,-38.35,-0.0,0.72,0.05,387.87,23.72,88.61,2.31,12.47,-31.25,993,0,1002,0,1006,1000,0,0,3
11332,1003,384.67,13.72,4.45,1.72,-38.32,0.0,0.73,0.05,386.3,25.29,88.32,2.3,12.38,-31.19,993,0,1002,0,1006,1000,0,0,3
11333,1003,383.13,13.72,4.45,1.72,-38.29,0.01,0.75,0.05,384.79,26.81,88.02,2.3,12.3,-31.14,993,0,1002,0,1006,1000,0,0,3
11334,1003,381.59,13.72,4.45,1.72,-38.26,0.01,0.78,0.05,383.32,28.27,87.74,2.29,12.22,-31.09,993,0,1002,0,1006,1000,0,0,3
11335,1003,380.05,13.72,4.45,1.72,-38.23,0.02,0.8,0.05,381.7,29.89,87.43,2.28,12.14,-31.04,993,0,1002,0,1006,1000,0,0,3
11336,1003,378.5,13.73,4.45,1.72,-38.2,0.02,0.82,0.05,380.19,31.4,87.13,2.28,12.07,-30.99,993,0,1002,0,1006,1000,0,0,3
11337,1003,376.96,13.73,4.45,1.72,-38.17,0.03,0.84,0.05,378.67,32.92,86.82,2.27,11.99,-30.93,993,0,1002,0,1006,1000,0,0,3
