frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
28395,2340,403.71,8.46,4.45,1.82,-32.36,0.01,0.03,0.0,405.71,3.0,89.21,2.75,57.92,-30.82,2335,0,2321,0,0,2330,0,0,3
28396,2340,402.53,8.46,4.45,1.82,-32.36,0.01,0.02,0.0,404.39,4.31,89.27,2.76,57.7,-30.81,2335,0,2321,0,0,2330,0,0,3
28397,2340,401.31,8.46,4.45,1.82,-32.36,0.01,0.02,0.01,403.13,5.57,89.29,2.76,57.43,-30.8,2335,0,2321,0,0,2330,0,0,3
28398,2340,400.07,8.46,4.45,1.82,-32.36,0.02,0.02,0.01,401.81,6.89,89.28,2.76,57.13,-30.8,2335,0,2321,0,0,2330,0,0,3
28399,2340,398.81,8.46,4.45,1.82,-32.36,0.02,0.01,0.01,400.5,8.2,89.26,2.76,56.8,-30.79,2335,0,2321,0,0,2330,0,0,3
28400,2340,397.54,8.46,4.45,1.82,-32.36,0.03,0.01,0.01,399.29,9.41,89.22,2.75,56.44,-30.78,2335,0,2321,0,0,2330,0,0,3
28401,2340,396.27,8.46,4.45,1.82,-32.36,0.03,0.01,0.01,397.97,10.73,89.18,2.75,56.07,-30.77,2335,0,2321,0,0,2330,0,0,3
28402,2340,394.98,8.47,4.45,1.82,-32.36,0.03,0.01,0.01,396.71,11.99,89.13,2.75,55.68,-30.76,2335,0,2321,0,0,2330,0,0,3
28403,2340,393.69,8.47,4.45,1.82,-32.36,0.04,0.01,0.01,395.4,13.26,89.06,2.75,55.27,-30.75,2335,0,2321,0,0,2330,0,0,3
28404,2340,392.39,8.47,4.45,1.82,-32.36,0.04,0.01,0.01,394.08,14.58,88.99,2.75,54.84,-30.74,2335,0,2321,0,0,2330,0,0,3
28405,2340,391.08,8.47,4.45,1.82,-32.36,0.04,0.01,0.0,392.72,15.94,88.9,2.74,54.41,-30.72,2335,0,2321,0,0,2330,0,0,3
28406,2340,389.78,8.48,4.45,1.82,-32.36,0.04,0.01,0.0,391.46,17.2,88.81,2.74,53.97,-30.71,2335,0,2321,0,0,2330,0,0,3
