frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
4092,405,405.99,13.28,4.95,1.92,-35.53,0.18,0.08,-0.0,408.23,3.82,95.09,2.67,44.5,-33.39,396,0,0,0,0,401,404,0,4
4093,405,404.7,13.29,4.95,1.92,-35.52,0.17,0.07,-0.01,406.92,5.13,95.13,2.67,44.2,-33.37,396,0,0,0,0,401,404,0,4
4094,405,403.36,13.3,4.95,1.92,-35.52,0.17,0.07,-0.01,405.45,6.59,95.12,2.67,43.87,-33.36,396,0,0,0,0,401,404,0,4
4095,405,401.99,13.3,4.95,1.92,-35.52,0.17,0.07,-0.01,404.04,8.01,95.08,2.67,43.53,-33.34,396,0,0,0,0,401,404,0,4
4096,405,400.59,13.31,4.95,1.92,-35.52,0.17,0.07,-0.02,402.57,9.47,95.01,2.67,43.19,-33.32,396,0,0,0,0,401,404,0,4
4097,405,399.19,13.32,4.95,1.92,-35.51,0.16,0.07,-0.02,401.16,10.89,94.94,2.67,42.84,-33.3,396,0,0,0,0,401,404,0,4
4098,405,397.77,13.32,4.95,1.92,-35.51,0.16,0.07,-0.02,399.74,12.3,94.85,2.67,42.5,-33.28,396,0,0,0,0,401,404,0,4
4099,405,396.35,13.33,4.95,1.92,-35.51,0.16,0.07,-0.02,398.33,13.72,94.76,2.67,42.16,-33.26,396,0,0,0,0,401,404,0,4
4100,405,394.92,13.33,4.95,1.92,-35.51,0.15,0.07,-0.03,396.86,15.18,94.65,2.66,41.83,-33.25,396,0,0,0,0,401,404,0,4
4101,405,393.48,13.34,4.95,1.92,-35.5,0.15,0.08,-0.03,395.45,16.6,94.55,2.66,41.5,-33.23,396,0,0,0,0,401,404,0,4
4102,405,392.04,13.34,4.95,1.92,-35.5,0.15,0.08,-0.03,393.88,18.16,94.44,2.66,41.18,-33.21,396,0,0,0,0,401,404,0,4
4103,405,390.61,13.35,4.95,1.92,-35.5,0.15,0.09,-0.03,392.52,19.53,94.33,2.65,40.88,-33.19,396,0,0,0,0,401,404,0,4
4104,405,389.18,13.35,4.95,1.92,-35.5,0.15,0.09,-0.03,391.1,20.94,94.23,2.65,40.58,-33.18,396,0,0,0,0,401,404,0,4
4105,405,387.75,13.36,4.95,1.92,-35.49,0.14,0.1,-0.03,389.69,22.36,94.12,2.65,40.29,-33.16,396,0,0,0,0,401,404,0,4
4106,405,386.32,13.36,4.95,1.92,-35.49,0.14,0.11,-0.03,388.17,23.87,94.02,2.65,40.01,-33.14,396,0,0,0,0,401,404,0,4
4107,405,384.9,13.37,4.95,1.92,-35.48,0.14,0.11,-0.03,386.86,25.19,93.92,2.64,39.74,-33.12,396,0,0,0,0,401,404,0,4
