frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
30010,2460,403.17,8.56,5.05,2.02,-24.28,0.0,0.08,-0.0,405.4,2.48,10.95,0.45,-24.0,-24.73,2457,0,2458,0,0,2452,0,0,3
30011,2460,402.27,8.56,5.05,2.02,-24.28,0.0,0.08,-0.0,404.39,3.49,11.05,0.45,-24.75,-24.72,2457,0,2458,0,0,2452,0,0,3
30012,2460,401.35,8.56,5.05,2.02,-24.28,0.0,0.08,-0.0,403.38,4.54,11.13,0.45,-25.49,-24.71,2457,0,2458,0,0,2452,0,0,3
30013,2460,400.42,8.56,5.05,2.02,-24.27,0.0,0.08,-0.01,402.47,5.45,11.19,0.46,-26.27,-24.69,2457,0,2458,0,0,2452,0,0,3
30014,2460,399.47,8.56,5.05,2.02,-24.27,-0.0,0.08,-0.01,401.51,6.41,11.22,0.46,-27.07,-24.68,2457,0,2458,0,0,2452,0,0,3
30015,2460,398.51,8.56,5.05,2.02,-24.27,-0.0,0.08,-0.01,400.5,7.38,11.24,0.46,-27.91,-24.67,2457,0,2458,0,0,2452,2461,0,3
30016,2460,397.55,8.56,5.05,2.02,-24.26,-0.0,0.09,-0.01,399.54,8.34,11.26,0.46,-28.83,-24.65,2457,0,2458,0,0,2452,2461,0,3
30017,2460,396.58,8.56,5.05,2.02,-24.26,-0.0,0.1,-0.01,398.58,9.3,11.28,0.46,-29.84,-24.64,2457,0,2458,0,0,2452,2461,0,3
30018,2460,395.61,8.56,5.05,2.02,-24.26,-0.0,0.1,-0.01,397.62,10.26,11.29,0.46,-30.92,-24.62,2457,0,2458,0,0,2452,2461,0,3
30019,2460,394.62,8.56,5.05,2.02,-24.25,-0.0,0.11,-0.02,396.61,11.27,11.29,0.46,-32.1,-24.6,2457,0,2458,0,0,2452,2461,0,3
30020,2460,393.64,8.56,5.05,2.02,-24.25,-0.01,0.12,-0.02,395.6,12.28,11.3,0.46,-33.41,-24.59,2457,0,2458,0,0,2452,2461,0,3
30021,2460,392.66,8.56,5.05,2.02,-24.25,-0.01,0.13,-0.02,394.64,13.24,11.31,0.46,-34.85,-24.57,2457,0,2458,0,0,2452,2461,0,3
30022,2460,391.68,8.56,5.05,2.02,-24.24,-0.01,0.14,-0.02,393.63,14.25,11.31,0.46,-36.43,-24.55,2457,0,2458,0,0,2452,2461,0,3
30023,2460,390.7,8.56,5.05,2.02,-24.24,-0.01,0.16,-0.02,392.67,15.21,11.32,0.46,-38.21,-24.53,2457,0,2458,0,0,2452,2461,0,3
30024,2460,389.72,8.57,5.05,2.02,-24.23,-0.01,0.17,-0.02,391.66,16.22,11.33,0.46,-40.19,-24.51,2457,0,2458,0,0,2452,2461,0,3
30025,2460,388.74,8.57,5.05,2.02,-24.22,-0.02,0.19,-0.02,390.7,17.18,11.34,0.46,-42.43,-24.49,2457,0,2458,0,0,2452,2461,0,3
30026,2460,387.77,8.57,5.05,2.02,-24.22,-0.02,0.2,-0.02,389.74,18.14,11.35,0.46,-44.91,-24.47,2457,0,2458,0,0,2452,2461,0,3
30027,2460,386.8,8.57,5.05,2.02,-24.21,-0.02,0.22,-0.02,388.78,19.1,11.36,0.46,-47.75,-24.44,2457,0,2458,0,0,2452,2461,0,3
30028,2460,385.83,8.56,5.05,2.02,-24.2,-0.02,0.23,-0.02,387.82,20.06,11.36,0.47,-50.98,-24.42,2457,0,2458,0,0,2452,2461,0,3
30029,2460,384.86,8.56,5.05,2.02,-24.19,-0.03,0.25,-0.02,386.86,21.02,11.37,0.47,-54.68,-24.4,2457,0,2458,0,0,2452,2461,0,3
30030,2460,383.88,8.56,5.05,2.02,-24.18,-0.03,0.27,-0.02,385.85,22.03,11.37,0.47,-58.96,-24.37,2457,0,2458,0,0,2452,2461,0,3
30031,2460,382.91,8.56,5.05,2.02,-24.17,-0.03,0.29,-0.02,384.84,23.04,11.38,0.47,-63.98,-24.35,2457,0,2458,0,0,2452,2461,0,3
30032,2460,381.94,8.56,5.05,2.02,-24.16,-0.03,0.31,-0.02,383.93,23.95,11.38,0.47,-69.93,-24.32,2457,2462,2458,0,0,2452,2461,0,3
30033,2460,380.97,8.56,5.05,2.02,-24.15,-0.04,0.33,-0.02,382.92,24.96,11.38,0.47,-77.05,-24.29,2457,2462,2458,0,0,2452,2461,0,3
30034,2460,380.0,8.56,5.05,2.02,-24.13,-0.04,0.35,-0.02,381.96,25.92,11.38,0.47,-85.77,-24.27,2457,2462,2458,0,0,2452,2461,0,3
30035,2460,379.03,8.55,5.05,2.02,-24.12,-0.04,0.37,-0.02,381.0,26.88,11.39,0.47,-96.7,-24.24,2457,2462,2458,0,0,2452,2461,0,3
30036,2460,378.07,8.55,5.05,2.02,-24.11,-0.04,0.39,-0.02,380.09,27.79,11.39,0.47,-110.79,-24.21,2457,2462,2458,0,0,2452,2461,0,3
30037,2460,377.1,8.55,5.05,2.02,-24.09,-0.05,0.42,-0.02,379.08,28.8,11.39,0.47,-129.48,-24.18,2457,2462,2458,0,0,2452,2461,0,3
30038,2460,376.13,8.55,5.05,2.02,-24.07,-0.05,0.44,-0.02,378.07,29.81,11.39,0.47,-155.63,-24.15,2457,2462,2458,0,0,2452,2461,0,3
30039,2460,375.16,8.54,5.05,2.02,-24.06,-0.05,0.46,-0.01,377.16,30.72,11.4,0.47,-194.8,-24.11,2457,2462,2458,0,0,2452,2461,0,3
30040,2460,374.2,8.54,5.05,2.02,-24.04,-0.05,0.48,-0.01,376.2,31.63,11.4,0.47,-259.48,-24.08,2457,2462,2458,0,0,2452,2461,0,3
30041,2460,373.22,8.54,5.05,2.02,-24.02,-0.05,0.51,-0.01,375.13,32.69,11.4,0.47,-386.56,-24.05,2457,2462,2458,0,0,2452,2461,0,3
30042,2460,372.26,8.54,5.05,2.02,-24.0,-0.05,0.53,-0.01,374.23,33.65,11.4,0.47,-751.76,-24.01,2457,2462,2458,0,0,2452,2461,0,3
30043,2460,371.3,8.53,5.05,2.02,-23.98,-0.05,0.56,-0.0,373.32,34.56,11.41,0.47,-11745.86,-23.98,2457,2462,2458,0,0,2452,2461,0,3
