frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
15344,1537,406.44,3.88,4.45,1.92,-27.88,0.09,0.72,0.0,406.72,3.79,137.07,4.91,13.54,-17.76,1525,0,1527,0,0,0,0,0,2
15345,1537,405.4,3.89,4.45,1.92,-27.85,0.09,0.73,0.0,405.55,4.95,136.75,4.91,13.5,-17.73,1525,0,1527,0,0,0,0,0,2
15346,1537,404.33,3.89,4.45,1.92,-27.82,0.09,0.73,0.01,404.39,6.11,136.39,4.9,13.45,-17.69,1525,0,1527,0,0,0,0,0,2
15347,1537,403.24,3.89,4.45,1.92,-27.79,0.09,0.73,0.01,403.23,7.28,136.0,4.89,13.4,-17.65,1525,0,1527,0,0,0,0,0,2
15348,1537,402.14,3.9,4.45,1.92,-27.77,0.09,0.74,0.01,402.17,8.34,135.6,4.88,13.35,-17.62,1525,0,1527,0,0,0,0,0,2
15349,1537,401.03,3.9,4.45,1.92,-27.74,0.09,0.74,0.01,401.01,9.5,135.18,4.87,13.3,-17.58,1525,0,1527,0,0,0,0,0,2
15350,1537,399.92,3.91,4.45,1.92,-27.71,0.09,0.75,0.01,399.89,10.61,134.76,4.86,13.26,-17.55,1525,0,1527,0,0,0,0,0,2
15351,1537,398.81,3.91,4.45,1.92,-27.68,0.1,0.76,0.01,398.78,11.72,134.35,4.85,13.21,-17.52,1525,0,1527,0,0,0,0,0,2
15352,1537,397.69,3.91,4.45,1.92,-27.65,0.1,0.77,0.02,397.67,12.83,133.93,4.84,13.16,-17.48,1525,0,1527,0,0,0,0,0,2
15353,1537,396.56,3.92,4.45,1.92,-27.62,0.1,0.78,0.02,396.43,14.0,133.5,4.83,13.12,-17.45,1525,0,1527,0,0,0,0,0,2
15354,1537,395.44,3.92,4.45,1.92,-27.59,0.1,0.79,0.02,395.4,15.11,133.08,4.82,13.07,-17.42,1525,0,1527,0,0,0,0,0,2
15355,1537,394.32,3.93,4.45,1.92,-27.56,0.1,0.8,0.02,394.31,16.22,132.65,4.81,13.03,-17.38,1525,0,1527,0,0,0,0,0,2
15356,1537,393.2,3.93,4.45,1.92,-27.52,0.1,0.82,0.02,393.12,17.38,132.22,4.8,12.99,-17.35,1525,0,1527,0,0,0,0,0,2
15357,1537,392.08,3.93,4.45,1.92,-27.49,0.1,0.83,0.02,392.04,18.49,131.78,4.79,12.95,-17.32,1525,0,1527,0,0,0,0,0,2
15358,1537,390.97,3.94,4.45,1.92,-27.46,0.1,0.84,0.02,390.92,19.61,131.35,4.78,12.91,-17.29,1525,0,1527,0,0,0,0,0,2
