frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
8423,421,2.2,21.93,4.75,2.02,30.97,0.17,-0.96,-0.01,407.93,2.8,72.89,2.35,9.2,23.06,416,0,0,0,0,418,0,0,5
8424,421,3.34,21.94,4.75,2.02,30.94,0.17,-0.96,-0.02,406.72,4.01,72.67,2.35,9.19,23.04,416,0,0,0,0,418,0,0,5
8425,421,4.52,21.95,4.75,2.02,30.9,0.16,-0.96,-0.03,405.45,5.27,72.41,2.34,9.18,23.02,416,0,0,0,0,418,0,0,5
8426,421,5.73,21.95,4.75,2.02,30.86,0.15,-0.96,-0.04,404.14,6.59,72.12,2.33,9.17,23.01,416,0,0,0,0,418,0,0,5
8427,421,6.95,21.96,4.75,2.02,30.82,0.15,-0.97,-0.04,402.93,7.8,71.82,2.33,9.15,22.99,416,0,0,0,0,418,0,0,5
8428,421,8.19,21.96,4.75,2.02,30.78,0.14,-0.97,-0.05,401.61,9.11,71.51,2.32,9.14,22.97,416,0,0,0,0,418,0,0,5
8429,421,9.43,21.97,4.75,2.02,30.75,0.14,-0.97,-0.06,400.4,10.32,71.2,2.31,9.12,22.95,416,0,0,0,0,418,0,0,5
8430,421,10.67,21.97,4.75,2.02,30.71,0.13,-0.98,-0.06,399.19,11.54,70.89,2.31,9.1,22.93,416,0,0,0,0,418,0,0,5
8431,421,11.91,21.97,4.75,2.02,30.67,0.12,-0.99,-0.07,397.92,12.8,70.57,2.3,9.08,22.91,416,0,0,0,0,418,0,0,5
8432,421,13.17,21.98,4.75,2.02,30.63,0.12,-0.99,-0.07,396.56,14.17,70.24,2.29,9.06,22.89,416,0,0,0,0,418,0,0,5
8433,421,14.41,21.98,4.75,2.02,30.59,0.11,-1.0,-0.08,395.4,15.33,69.92,2.28,9.04,22.87,416,0,0,0,0,418,0,0,5
8434,421,15.64,21.98,4.75,2.02,30.55,0.1,-1.01,-0.08,394.13,16.59,69.6,2.28,9.02,22.85,416,0,0,0,0,418,0,0,5
8435,421,16.88,21.99,4.75,2.02,30.51,0.1,-1.02,-0.09,392.92,17.8,69.29,2.27,9.01,22.83,416,0,0,0,0,418,0,0,5
8436,421,18.11,21.99,4.75,2.02,30.47,0.09,-1.03,-0.09,391.71,19.02,68.98,2.26,8.99,22.8,416,0,0,0,0,418,0,0,5
8437,421,19.34,22.0,4.75,2.02,30.43,0.08,-1.04,-0.09,390.39,20.43,68.65,2.25,8.97,22.78,416,0,0,0,0,418,0,0,5
8438,421,20.56,22.0,4.75,2.02,30.39,0.08,-1.04,-0.1,389.23,21.59,68.35,2.25,8.95,22.76,416,0,0,0,0,418,0,0,5
8439,421,21.78,22.0,4.75,2.02,30.34,0.07,-1.05,-0.1,388.02,22.81,68.03,2.24,8.93,22.74,416,0,0,0,0,418,0,0,5
8440,421,23.0,22.0,4.75,2.02,30.3,0.06,-1.06,-0.1,386.81,24.02,67.73,2.23,8.91,22.71,416,0,0,0,0,418,0,0,5
8441,421,24.21,22.01,4.75,2.02,30.26,0.06,-1.07,-0.1,385.59,25.23,67.43,2.22,8.9,22.69,416,423,0,0,0,418,0,0,5
8442,421,25.43,22.01,4.75,2.02,30.22,0.05,-1.08,-0.1,384.38,26.44,67.13,2.22,8.88,22.67,416,423,0,0,0,418,0,0,5
8443,421,26.64,22.01,4.75,2.02,30.17,0.05,-1.09,-0.1,383.17,27.66,66.83,2.21,8.86,22.65,416,423,0,0,0,418,0,0,5
8444,421,27.86,22.01,4.75,2.02,30.13,0.04,-1.1,-0.1,381.96,28.87,66.52,2.2,8.85,22.62,416,423,0,0,0,418,0,0,5
8445,421,29.07,22.01,4.75,2.02,30.09,0.03,-1.1,-0.1,380.74,30.08,66.22,2.2,8.83,22.6,416,423,0,0,0,418,0,0,5
8446,421,30.29,22.01,4.75,2.02,30.04,0.03,-1.11,-0.1,379.48,31.35,65.9,2.19,8.81,22.58,416,423,0,0,0,418,0,0,5
8447,421,31.51,22.01,4.75,2.02,30.0,0.02,-1.12,-0.1,378.27,32.56,65.59,2.18,8.8,22.55,416,423,0,0,0,418,0,0,5
8448,421,32.71,22.01,4.75,2.02,29.95,0.01,-1.12,-0.1,377.11,33.72,65.29,2.18,8.78,22.53,416,423,0,0,0,418,0,0,5
8449,421,33.92,22.01,4.75,2.02,29.91,0.01,-1.13,-0.1,375.84,34.98,64.98,2.17,8.77,22.51,416,423,0,0,0,418,0,0,5
8450,421,35.12,22.01,4.75,2.02,29.86,0.0,-1.13,-0.1,374.68,36.15,64.67,2.16,8.75,22.48,416,423,0,0,0,418,0,0,5
8451,421,36.32,22.01,4.75,2.02,29.82,-0.0,-1.14,-0.1,373.47,37.36,64.37,2.16,8.74,22.46,416,423,0,0,0,418,0,0,5
8452,421,37.52,22.01,4.75,2.02,29.77,-0.01,-1.14,-0.1,372.25,38.57,64.07,2.15,8.72,22.44,416,423,0,0,0,418,0,0,5
8453,421,38.71,22.01,4.75,2.02,29.72,-0.01,-1.15,-0.1,371.09,39.73,63.78,2.14,8.71,22.41,416,423,0,0,0,418,0,0,5
8454,421,39.89,22.01,4.75,2.02,29.68,-0.02,-1.15,-0.1,369.88,40.95,63.5,2.14,8.7,22.39,416,423,0,0,0,418,0,0,5
