frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
15888,674,403.39,12.33,4.85,2.12,-41.32,-0.0,0.16,-0.0,405.18,6.72,35.02,0.85,-6.46,-46.73,672,0,0,0,0,669,673,0,3
15889,674,401.88,12.33,4.85,2.12,-41.31,-0.0,0.15,-0.01,403.4,8.44,35.37,0.85,-6.52,-46.72,672,0,0,0,0,669,673,0,3
15890,674,400.31,12.33,4.85,2.12,-41.31,-0.0,0.15,-0.01,401.78,10.06,35.68,0.86,-6.58,-46.71,672,0,0,0,0,669,673,0,3
15891,674,398.72,12.33,4.85,2.12,-41.3,-0.01,0.14,-0.01,400.11,11.72,35.96,0.87,-6.64,-46.7,672,0,0,0,0,669,673,0,3
15892,674,397.1,12.33,4.85,2.12,-41.29,-0.01,0.14,-0.02,398.45,13.39,36.21,0.87,-6.69,-46.69,672,0,0,0,0,669,673,0,3
15893,674,395.47,12.33,4.85,2.12,-41.29,-0.01,0.13,-0.02,396.83,15.01,36.45,0.88,-6.74,-46.68,672,0,0,0,0,669,673,0,3
15894,674,393.83,12.33,4.85,2.12,-41.28,-0.01,0.13,-0.02,395.16,16.67,36.68,0.89,-6.78,-46.68,672,0,0,0,0,669,673,0,3
15895,674,392.18,12.33,4.85,2.12,-41.28,-0.01,0.13,-0.03,393.49,18.34,36.9,0.89,-6.83,-46.67,672,0,0,0,0,669,673,0,3
15896,674,390.52,12.33,4.85,2.12,-41.27,-0.02,0.13,-0.03,391.83,20.01,37.12,0.9,-6.88,-46.65,672,0,0,0,0,669,673,0,3
15897,674,388.86,12.33,4.85,2.12,-41.27,-0.02,0.12,-0.03,390.11,21.73,37.34,0.9,-6.93,-46.64,672,0,0,0,0,669,673,0,3
15898,674,387.21,12.33,4.85,2.12,-41.26,-0.02,0.12,-0.04,388.49,23.34,37.55,0.91,-6.98,-46.63,672,0,0,0,0,669,673,0,3
15899,674,385.55,12.33,4.85,2.12,-41.26,-0.02,0.12,-0.04,386.82,25.01,37.77,0.91,-7.03,-46.62,672,0,0,0,0,669,673,0,3
15900,674,383.9,12.32,4.85,2.12,-41.26,-0.02,0.12,-0.04,385.16,26.68,37.98,0.92,-7.08,-46.61,672,0,0,0,0,669,673,0,3
15901,674,382.25,12.32,4.85,2.12,-41.25,-0.03,0.12,-0.04,383.59,28.25,38.19,0.92,-7.13,-46.6,672,0,0,0,0,669,673,0,3
15902,674,380.59,12.32,4.85,2.12,-41.25,-0.03,0.12,-0.04,381.92,29.91,38.4,0.93,-7.18,-46.58,672,0,0,0,0,669,673,0,3
15903,674,378.93,12.32,4.85,2.12,-41.24,-0.03,0.12,-0.05,380.2,31.63,38.6,0.93,-7.23,-46.57,672,0,0,0,0,669,673,0,3
15904,674,377.26,12.32,4.85,2.12,-41.24,-0.04,0.12,-0.05,378.49,33.35,38.81,0.94,-7.28,-46.55,672,0,0,0,0,669,673,0,3
