frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,frontSightDistance,backSightDistance,dhw,thw,ttc,precedingXVelocity,precedingId,followingId,leftPrecedingId,leftAlongsideId,leftFollowingId,rightPrecedingId,rightAlongsideId,rightFollowingId,laneId
6497,326,8.88,21.54,4.14,2.02,31.48,0.01,0.04,0.0,402.07,5.24,25.33,0.8,-46.19,32.03,325,0,0,0,0,304,0,0,5
6498,326,10.15,21.54,4.14,2.02,31.49,0.01,0.04,0.01,400.05,7.26,25.34,0.8,-48.82,32.0,325,0,0,0,0,304,0,0,5
6499,326,11.39,21.54,4.14,2.02,31.49,0.01,0.04,0.01,398.93,8.27,25.37,0.8,-51.92,31.97,325,0,0,0,0,304,0,0,5
6500,326,12.64,21.54,4.14,2.02,31.49,0.02,0.04,0.01,397.67,9.53,25.41,0.8,-55.62,31.94,325,0,0,0,0,304,0,0,5
6501,326,13.9,21.55,4.14,2.02,31.49,0.02,0.04,0.01,396.41,10.8,25.44,0.8,-60.06,31.91,325,0,0,0,0,304,0,0,5
6502,326,15.15,21.55,4.14,2.02,31.49,0.02,0.03,0.01,395.2,12.01,25.47,0.81,-65.48,31.88,325,0,0,0,0,304,0,0,5
6503,326,16.42,21.55,4.14,2.02,31.5,0.03,0.03,0.01,393.83,13.37,25.5,0.81,-72.23,31.85,325,0,0,0,0,304,0,0,5
6504,326,17.67,21.55,4.14,2.02,31.5,0.03,0.02,0.01,392.67,14.53,25.53,0.81,-80.9,31.81,325,0,0,0,0,304,0,0,5
6505,326,18.92,21.55,4.14,2.02,31.5,0.03,0.02,0.01,391.35,16.05,25.55,0.81,-92.35,31.77,325,0,0,0,0,304,0,0,5
6506,326,20.18,21.55,4.14,2.02,31.5,0.04,0.01,0.01,390.14,17.17,25.56,0.81,-108.1,31.73,325,0,0,0,0,304,0,0,5
6507,326,21.43,21.56,4.14,2.02,31.5,0.04,0.0,0.01,388.93,18.38,25.57,0.81,-131.24,31.69,325,0,0,0,0,304,0,0,5
6508,326,22.7,21.56,4.14,2.02,31.5,0.04,-0.01,0.01,387.51,19.79,25.56,0.81,-168.38,31.65,325,0,0,0,0,304,0,0,5
6509,326,23.95,21.56,4.14,2.02,31.5,0.04,-0.02,0.01,386.4,20.8,25.57,0.81,-237.97,31.61,325,0,0,0,0,304,0,0,5
6510,326,25.22,21.56,4.14,2.02,31.5,0.05,-0.03,0.01,385.09,22.11,25.56,0.81,-414.76,31.56,325,0,0,0,0,304,0,0,5
6511,326,26.48,21.57,4.14,2.02,31.5,0.05,-0.04,0.01,383.78,23.43,25.55,0.81,-1766.17,31.51,325,0,0,0,0,304,0,0,5
6512,326,27.73,21.57,4.14,2.02,31.5,0.05,-0.05,0.01,382.61,24.59,25.55,0.81,748.67,31.46,325,0,0,0,0,304,0,0,5
6513,326,28.99,21.57,4.14,2.02,31.5,0.05,-0.06,0.01,381.3,25.9,25.57,0.81,303.6,31.41,325,0,0,0,0,304,0,0,5
6514,326,30.25,21.58,4.14,2.02,31.49,0.05,-0.08,0.0,379.99,27.22,25.59,0.81,188.42,31.36,325,0,0,0,0,304,0,0,5
6515,326,31.49,21.58,4.14,2.02,31.49,0.05,-0.09,0.0,378.87,28.33,25.63,0.81,135.59,31.3,325,0,0,0,0,304,0,0,5
6516,326,32.75,21.58,4.14,2.02,31.49,0.06,-0.11,0.0,377.51,29.7,25.65,0.81,105.26,31.25,325,0,0,0,0,304,0,0,5
6517,326,33.99,21.58,4.14,2.02,31.48,0.06,-0.13,0.0,376.35,30.86,25.67,0.81,85.59,31.19,325,0,0,0,0,304,0,0,5
6518,326,35.24,21.59,4.14,2.02,31.48,0.06,-0.15,0.0,375.03,32.18,25.69,0.81,71.83,31.12,325,0,0,0,0,304,0,0,5
6519,326,36.49,21.59,4.14,2.02,31.48,0.06,-0.17,-0.01,373.82,33.39,25.71,0.81,61.68,31.06,325,0,0,0,0,304,0,0,5
6520,326,37.74,21.59,4.14,2.02,31.47,0.06,-0.19,-0.01,372.61,34.6,25.71,0.81,53.87,30.99,325,0,0,0,0,304,0,327,5
6521,326,39.0,21.6,4.14,2.02,31.46,0.06,-0.21,-0.01,371.34,35.86,25.7,0.81,47.67,30.92,325,0,0,0,0,304,0,327,5
6522,326,40.26,21.6,4.14,2.02,31.45,0.05,-0.24,-0.01,370.08,37.03,25.69,0.81,42.66,30.85,325,0,0,0,0,304,0,327,5
6523,326,41.53,21.6,4.14,2.02,31.45,0.05,-0.26,-0.02,368.77,38.44,25.68,0.81,38.53,30.78,325,0,0,0,0,304,0,327,5
6524,326,42.79,21.61,4.14,2.02,31.44,0.05,-0.29,-0.02,367.5,39.71,25.66,0.81,35.06,30.71,325,0,0,0,0,304,0,327,5
6525,326,44.06,21.61,4.14,2.02,31.42,0.05,-0.32,-0.02,366.29,40.92,25.63,0.81,32.11,30.63,325,0,0,0,0,304,0,327,5
6526,326,45.33,21.61,4.14,2.02,31.41,0.05,-0.35,-0.02,364.93,42.28,25.6,0.81,29.57,30.55,325,0,0,0,0,304,0,327,5
6527,326,46.6,21.61,4.14,2.02,31.4,0.05,-0.38,-0.03,363.66,43.55,25.56,0.81,27.37,30.47,325,0,0,0,0,304,0,327,5
6528,326,47.85,21.62,4.14,2.02,31.38,0.04,-0.41,-0.03,362.45,44.76,25.54,0.81,25.46,30.38,325,0,0,0,0,304,0,327,5
6529,326,49.11,21.62,4.14,2.02,31.37,0.04,-0.44,-0.03,361.19,46.02,25.51,0.81,23.78,30.3,325,0,0,0,0,304,0,327,5
6530,326,50.37,21.62,4.14,2.02,31.35,0.04,-0.48,-0.03,359.87,47.44,25.49,0.81,22.29,30.21,325,0,0,0,0,304,0,327,5
6531,326,51.61,21.62,4.14,2.02,31.33,0.04,-0.51,-0.03,358.71,48.6,25.47,0.81,20.96,30.12,325,0,0,0,0,304,0,327,5
6532,326,52.85,21.62,4.14,2.02,31.31,0.03,-0.55,-0.03,357.45,49.97,25.45,0.81,19.77,30.03,325,0,0,0,0,304,0,327,5
6533,326,54.1,21.63,4.14,2.02,31.29,0.03,-0.59,-0.03,356.29,51.13,25.41,0.81,18.69,29.94,325,0,0,0,0,304,0,327,5
6534,326,55.35,21.63,4.14,2.02,31.27,0.03,-0.62,-0.03,354.97,52.34,25.36,0.81,17.71,29.84,325,328,0,0,0,304,0,327,5
6535,326,56.61,21.63,4.14,2.02,31.24,0.03,-0.66,-0.04,353.71,53.6,25.29,0.81,16.8,29.74,325,328,0,0,0,304,0,327,5
6536,326,57.88,21.63,4.14,2.02,31.22,0.02,-0.7,-0.04,352.45,54.86,25.22,0.8,15.98,29.64,325,328,0,0,0,304,0,327,5
6537,326,59.14,21.63,4.14,2.02,31.19,0.02,-0.75,-0.04,351.18,56.13,25.15,0.8,15.23,29.54,325,328,0,0,0,304,0,327,5
6538,326,60.41,21.63,4.14,2.02,31.16,0.02,-0.79,-0.04,349.87,57.44,25.07,0.8,14.54,29.44,325,328,0,0,0,304,0,327,5
6539,326,61.68,21.63,4.14,2.02,31.13,0.02,-0.83,-0.04,348.61,58.7,24.99,0.8,13.91,29.34,325,328,0,0,0,304,0,327,5
6540,326,62.94,21.63,4.14,2.02,31.09,0.01,-0.87,-0.04,347.34,59.97,24.9,0.8,13.32,29.23,325,328,0,0,0,304,0,327,5
6541,326,64.19,21.63,4.14,2.02,31.06,0.01,-0.92,-0.04,346.08,61.23,24.82,0.8,12.78,29.13,325,328,0,0,0,304,0,327,5
6542,326,65.44,21.63,4.14,2.02,31.02,0.01,-0.96,-0.04,344.87,62.45,24.73,0.79,12.29,29.02,325,328,0,0,0,304,0,327,5
6543,326,66.69,21.63,4.14,2.02,30.98,0.01,-1.01,-0.04,343.6,63.71,24.65,0.79,11.83,28.91,325,328,0,0,0,304,0,327,5
